tiki_pid,sku,name,url_key,url_path,price,discount,discount_rate,rating_average,review_count,thumbnail_url,seller_product_id,original_price,isGiftAvailable,is_from_official_store,tiki_verified,seller_product_sku,origin,layout_type,availability,primary_category_path,shippable,seller_name,tiki_hero,imported,thumbnail_width,is_nextday_delivery,is_tikinow_delivery,seller_id,brand_name,primary_category_name,brand_id,thumbnail_height,is_authentic,productset_id,master_product_sku,quantity_sold_value,category_l1_name,category_l2_name,category_l3_name,seller_type,is_imported,is_normal_delivery,video_url,fastest_delivery_time,earliest_delivery_estimate,order_route,ingestion_dt_unix,ingestion_date
56018126,8700059515709,Combo Dầu gội & Dầu xả TRESEMME Salon Rebond dưỡng tóc hư tổn Với Công nghệ Tái kết nối Keratin ngăn gãy rụng đến 98% 640g + 620g,combo-dau-goi-dau-xa-tresemme-salon-rebond-duong-toc-hu-ton-voi-cong-nghe-tai-ket-noi-keratin-ngan-gay-rung-den-98-640g-620g-p56018126,combo-dau-goi-dau-xa-tresemme-salon-rebond-duong-toc-hu-ton-voi-cong-nghe-tai-ket-noi-keratin-ngan-gay-rung-den-98-640g-620g-p56018126.html?spid=56018127,321000,141000,31,4.7,895,https://salt.tikicdn.com/cache/280x280/ts/product/d8/86/eb/a6ea834e034f36ef1e568b2b542203e8.png,56018127,462000,False,False,1,8700059515709,Việt Nam,grid_view,1,1/2/1520/1591/8222/1613,True,Tiki Trading,0,,280,False,True,1,TRESemmé,Dầu Gội,27918.0,280,1,853,8411950658746,4933,Làm Đẹp - Sức Khỏe,Chăm sóc tóc và da đầu,"Dầu gội, dầu xả",OFFICIAL_STORE,False,,https://salt.tikicdn.com/ts/video/b0/be/46/3189b25f91606f9a7722d8529bf5b80d.mp4,,,,1711993659,2024-04-01
55461727,9864667853444,Kem Dưỡng Sáng Da Laneige Radian-C Cream 50ml,kem-duong-sang-da-laneige-radian-c-cream-50ml-p55461727,kem-duong-sang-da-laneige-radian-c-cream-50ml-p55461727.html?spid=55461728,1060000,140000,12,4.6,177,https://salt.tikicdn.com/cache/280x280/ts/product/95/12/90/4be7215f81529c3cb12eda25f4b83bbc.jpg,55461728,1200000,True,False,1,9864667853444,Hàn Quốc,grid_view,1,1/2/1520/1582/17170,True,Tiki Trading,0,Korea,280,False,True,1,Laneige,Kem và sữa dưỡng da,64932.0,280,1,1369,2579162520292,713,Làm Đẹp - Sức Khỏe,Chăm sóc da mặt,,OFFICIAL_STORE,True,,,,,,1711993659,2024-04-01
53831604,9780424993843,Dầu Gạo Lứt Simply 2L,dau-gao-lut-simply-2l-p53831604,dau-gao-lut-simply-2l-p53831604.html?spid=53831605,138000,11000,7,5.0,404,https://salt.tikicdn.com/cache/280x280/ts/product/fe/b0/53/5a8c6f4f8e2c6b5b2c160a24ddab5c10.jpg,53831605,149000,False,False,1,9780424993843,Việt Nam,,1,1/2/4384/4422/5477/8284,False,Tiki Trading,0,,280,False,False,1,Simply,Dầu thực vật,48257.0,280,1,2865,7993121908948,4306,Bách Hóa Online,Gia Vị và Chế Biến,Dầu ăn,OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
135079395,2808766166514,Bàn ủi hơi nước Philips GC1740 (2000W) - Hàng chính hãng,ban-ui-hoi-nuoc-philips-gc1740-2000w-hang-chinh-hang-p135079395,ban-ui-hoi-nuoc-philips-gc1740-2000w-hang-chinh-hang-p135079395.html?spid=51227518,489000,210000,30,4.8,126,https://salt.tikicdn.com/cache/280x280/ts/product/ef/1a/0d/a33928c5a67358084e6ae7ff652adf88.jpg,51227518,699000,False,False,1,2808766166514,Trung Quốc,,1,1/2/1882/1946/1993/1994,True,Tiki Trading,0,,280,False,True,1,Philips,Bàn ủi hơi nước,19018.0,280,1,163,8582731403823,1909,Điện Gia Dụng,Thiết bị gia đình,"Bàn ủi, bàn là",OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
50685547,4287739111559,Bản Đồ (Bản Thông Thường),ban-do-p50685547,ban-do-p50685547.html?spid=50685549,266000,79000,23,4.8,936,https://salt.tikicdn.com/cache/280x280/ts/product/6f/c4/48/574854f032ae36fc0d0a57b61f588965.jpg,50685549,345000,False,False,1,4287739111559,,,1,1/2/8322/316/393/853,True,Tiki Trading,1,,280,False,False,1,,Kiến thức - Bách khoa,,280,1,252,2022689106017,5932,Nhà Sách Tiki,Sách tiếng Việt,Sách thiếu nhi ,OFFICIAL_STORE,False,,,2024-04-04 19:00:00,,hn_hcm,1711993659,2024-04-01
48962414,4784570873375,Lò Vi Sóng Sharp R-208VN-WS (20L) - Hàng Chính Hãng,lo-vi-song-sharp-r-208vn-ws-20l-hang-chinh-hang-p48962414,lo-vi-song-sharp-r-208vn-ws-20l-hang-chinh-hang-p48962414.html?spid=48962415,1250000,310000,20,4.7,324,https://salt.tikicdn.com/cache/280x280/ts/product/c5/3f/70/c780947901d8abd73f4f9a6c83d61234.jpg,48962415,1560000,False,False,1,4784570873375,Trung Quốc,,1,1/2/1882/1884/2022/2036,True,Tiki Trading,1,,280,False,True,1,Sharp,Lò vi sóng cơ,19912.0,280,1,2689,6922548879372,1523,Điện Gia Dụng,Đồ dùng nhà bếp,Lò vi sóng,OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
11616161,4387634221657,Kem Vi Dưỡng Chống Lão Hóa Ban Đêm OLAY Regenerist (50G),kem-vi-duong-chong-lao-hoa-ban-dem-olay-regenerist--50g--p11616161,kem-vi-duong-chong-lao-hoa-ban-dem-olay-regenerist--50g--p11616161.html?spid=38929628,268000,231000,46,4.5,161,https://salt.tikicdn.com/cache/280x280/ts/product/8f/30/b3/1d1a8ffea1aae02f9c6c347c837a5f78.jpg,38929628,499000,False,False,1,4387634221657,Thái Lan,,1,1/2/1520/1582/17170,True,Tiki Trading,0,,280,False,True,1,Olay,Kem và sữa dưỡng da,21279.0,280,1,1369,2576846509888,822,Làm Đẹp - Sức Khỏe,Chăm sóc da mặt,,OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
22254660,6574261437195,"Combo Dầu Gội, Dầu Xả TRESEMME Keratin Smooth Dưỡng tóc khô xơ rối Công thức chuẩn salon Hydrolyzed Keratin trong Dầu Gội và dầu Xả dưỡng Tóc Vào Nếp Suôn Mượt 640g, 620g",combo-dau-goi--dau-xa-tresemme-keratin-smooth-duong-toc-kho-xo-roi-cong-thuc-chuan-salon-hydrolyzed-keratin-trong-dau-goi-va-dau-xa-duong-toc-vao-nep-suon-muot-640g--620g-p22254660,combo-dau-goi--dau-xa-tresemme-keratin-smooth-duong-toc-kho-xo-roi-cong-thuc-chuan-salon-hydrolyzed-keratin-trong-dau-goi-va-dau-xa-duong-toc-vao-nep-suon-muot-640g--620g-p22254660.html?spid=22254661,321000,141000,31,4.7,2498,https://salt.tikicdn.com/cache/280x280/ts/product/03/dc/34/c9c40fda3ad97bc16ef29e524edf55cb.png,22254661,462000,False,False,1,6574261437195,Việt Nam,grid_view,1,1/2/1520/1591/8222/1613,True,Tiki Trading,0,,280,False,True,1,TRESemmé,Dầu Gội,27918.0,280,1,853,6822279641906,25422,Làm Đẹp - Sức Khỏe,Chăm sóc tóc và da đầu,"Dầu gội, dầu xả",OFFICIAL_STORE,False,,https://salt.tikicdn.com/ts/video/65/4c/fe/4facfbed367b34abbd5c2001bf219a85.mp4,,,,1711993659,2024-04-01
21973737,2617100525098,Thùng 48 Hộp Sữa Tươi Tiệt Trùng Vinamilk 100% Ít Đường  (110ml / Hộp),thung-48-hop-sua-tuoi-tiet-trung-vinamilk-100-it-duong-110ml-hop-p21973737,thung-48-hop-sua-tuoi-tiet-trung-vinamilk-100-it-duong-110ml-hop-p21973737.html?spid=21973738,251000,39000,13,4.8,326,https://salt.tikicdn.com/cache/280x280/ts/product/21/57/6d/8022d5337be43607b289badecea90e6d.png,21973738,290000,False,False,1,2617100525098,Việt Nam,,1,1/2/4384/53562/8273/53564,True,Tiki Trading,0,,280,False,True,1,Vinamilk,Sữa tiệt trùng (UHT),65122.0,280,1,2843,3981517443238,1806,Bách Hóa Online,Sữa và các Sản phẩm từ sữa,Sữa nước,OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
2738475,6721398123389,Bộ 3 Hộp Silcot Bông Trang Điểm (bông tẩy trang) Nhật Bản (82 Miếng/Hộp),bo-3-hop-silcot-bong-trang-diem-bong-tay-trang-nhat-ban-82-mieng-hop-p2738475,bo-3-hop-silcot-bong-trang-diem-bong-tay-trang-nhat-ban-82-mieng-hop-p2738475.html?spid=13670127,68700,57300,45,4.8,1637,https://salt.tikicdn.com/cache/280x280/ts/product/65/32/ef/a3bfdeedda822923afed9d0826161465.png,13670127,126000,False,False,1,6721398123389,Nhật Bản,,1,1/2/1520/1582/11605,True,Tiki Trading,0,Japan,280,False,True,1,Silcot,Dung dịch tẩy trang,48249.0,280,1,1053,1646370110605,19987,Làm Đẹp - Sức Khỏe,Chăm sóc da mặt,,OFFICIAL_STORE,True,,,,,,1711993659,2024-04-01
10920495,3194948182656,Dế Mèn Phiêu Lưu Ký,de-men-phieu-luu-ky-p10920495,de-men-phieu-luu-ky-p10920495.html?spid=10920496,112000,38000,25,5.0,811,https://salt.tikicdn.com/cache/280x280/ts/product/47/54/8e/30bac752bcca2beb34a3522990805aa1.jpg,10920496,150000,False,False,1,3194948182656,,,1,1/2/8322/316/393/1754,True,Tiki Trading,0,,280,False,True,1,,Văn học thiếu nhi,,280,1,252,6934252452697,6935,Nhà Sách Tiki,Sách tiếng Việt,Sách thiếu nhi ,OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
8959289,2502480584851,"Kem chống nắng nâng tông Skin Aqua Tone up Lavender cho da tối màu & da vàng, dạng tinh chất Sunplay Skin Aqua Tone Up UV Essence Lavender SPF 50+ PA++++ 50g",kem-chong-nang-nang-tong-skin-aqua-tone-up-lavender-cho-da-toi-mau-da-vang-dang-tinh-chat-sunplay-skin-aqua-tone-up-uv-essence-lavender-spf-50-pa-50g-p8959289,kem-chong-nang-nang-tong-skin-aqua-tone-up-lavender-cho-da-toi-mau-da-vang-dang-tinh-chat-sunplay-skin-aqua-tone-up-uv-essence-lavender-spf-50-pa-50g-p8959289.html?spid=10863050,170000,29000,15,4.6,1391,https://salt.tikicdn.com/cache/280x280/ts/product/f6/24/ea/f505eb212415d4750f1b7067db3394cf.jpg,10863050,199000,False,False,1,2502480584851,Việt Nam,,1,1/2/1520/1582/3422,True,Tiki Trading,1,,280,False,True,1,Sunplay,Kem chống nắng,112882.0,280,1,1095,7332466162606,19902,Làm Đẹp - Sức Khỏe,Chăm sóc da mặt,,OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
10278713,1528760267840,"Nước uống collagen giúp sáng da, dạ dày khỏe Blossomy lốc 10 chai x 50ml",nuoc-uong-collagen-giup-sang-da-da-day-khoe-blossomy-loc-10-chai-x-50ml-p10278713,nuoc-uong-collagen-giup-sang-da-da-day-khoe-blossomy-loc-10-chai-x-50ml-p10278713.html?spid=10862760,462000,68000,13,4.7,1111,https://salt.tikicdn.com/cache/280x280/ts/product/cf/88/af/639fade942189409dff38d7d0cae106e.jpg,10862760,530000,True,False,1,1528760267840,Việt Nam,,1,1/2/1520/2322/2826/56036,True,Tiki Trading,0,,280,False,True,1,Blossomy,Collagen,114333.0,280,1,1409,3040197660295,11457,Làm Đẹp - Sức Khỏe,Thực phẩm chức năng,Thực phẩm chức năng làm đẹp,OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
632680,5440086254136,"Dầu gội Selsun chống gàu, sạch gàu & hết ngứa da đầu Selsun Anti-Dandruff Shampoo 100ml",dau-goi-selsun-chong-gau-sach-gau-het-ngua-da-dau-selsun-anti-dandruff-shampoo-100ml-p632680,dau-goi-selsun-chong-gau-sach-gau-het-ngua-da-dau-selsun-anti-dandruff-shampoo-100ml-p632680.html?spid=10862721,84500,14500,15,4.8,1560,https://salt.tikicdn.com/cache/280x280/ts/product/7c/9c/a5/4bd1312c3bcdbe0475df20cffee3c5a6.jpg,10862721,99000,False,False,1,5440086254136,Việt Nam,grid_view,1,1/2/1520/1591/8222/1613,True,Tiki Trading,0,,280,False,True,1,Selsun,Dầu Gội,112885.0,280,1,853,3469267168798,19613,Làm Đẹp - Sức Khỏe,Chăm sóc tóc và da đầu,"Dầu gội, dầu xả",OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
10071383,7279156809512,Sữa Tắm Lifebuoy Detox Và Sạch Sâu Khỏi Bụi Mịn Pm2.5 Detox Bảo Vệ Khỏi Vi Khuẩn Gây Mụn Cơ Thể Matcha & Khổ Qua Chai 800G,sua-tam-lifebuoy-detox-va-sach-sau-khoi-bui-min-pm2-5-detox-bao-ve-khoi-vi-khuan-gay-mun-co-the-matcha-kho-qua-chai-800g-p10071383,sua-tam-lifebuoy-detox-va-sach-sau-khoi-bui-min-pm2-5-detox-bao-ve-khoi-vi-khuan-gay-mun-co-the-matcha-kho-qua-chai-800g-p10071383.html?spid=10071384,149000,46000,24,4.7,1455,https://salt.tikicdn.com/cache/280x280/ts/product/08/ea/53/540ef0f7d8b53341a69f248d370be826.png,10071384,195000,False,False,1,7279156809512,Việt Nam,list_view,1,1/2/1520/1592/8212/13878,True,Tiki Trading,0,,280,False,True,1,Lifebuoy,Dụng cụ tắm,21266.0,280,1,1363,5054707209810,11295,Làm Đẹp - Sức Khỏe,Chăm sóc cơ thể,Tắm và dụng cụ tắm,OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
73124602,4532995484061,Bình Giữ Nhiệt Bằng Thép Không Gỉ Lock&amp;Lock Vacuum Bottle LHC6180FU (800ML),binh-giu-nhiet-bang-thep-khong-gi-lock-lock-vacuum-bottle-lhc6180slv-800ml-p73124602,binh-giu-nhiet-bang-thep-khong-gi-lock-lock-vacuum-bottle-lhc6180slv-800ml-p73124602.html?spid=1734499,419000,258000,38,4.7,6947,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/66/3d/43/a79f866f7ed71bcf4799085f9ffe6995.jpg,1734499,677000,False,False,1,4532995484061,Trung Quốc,,1,1/2/1883/1954/67834/1936,True,Tiki Trading,0,,280,False,True,1,LocknLock,Bình giữ nhiệt,48077.0,280,1,3997,7494611465205,39186,Nhà Cửa - Đời Sống,Đồ dùng phòng ăn,Bình/ Ly giữ nhiệt,OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
1453915,9746840715278,Ly Giữ Nhiệt Bằng Thép Không Gỉ Lock&Lock Clip Tumbler LHC4151BLK (540ml) - Đen,ly-giu-nhiet-bang-thep-khong-gi-lock-lock-clip-tumbler-lhc4151blk-540ml-den-p1453915,ly-giu-nhiet-bang-thep-khong-gi-lock-lock-clip-tumbler-lhc4151blk-540ml-den-p1453915.html?spid=1454601,444000,62000,12,4.8,1883,https://salt.tikicdn.com/cache/280x280/ts/product/ea/f9/02/9672f465346f13180fdfd9d62f48ef65.jpg,1454601,506000,False,False,1,9746840715278,Trung Quốc,,1,1/2/1883/1954/67834/1936,True,Tiki Trading,1,,280,False,True,1,LocknLock,Bình giữ nhiệt,48077.0,280,1,3997,3518922536219,15134,Nhà Cửa - Đời Sống,Đồ dùng phòng ăn,Bình/ Ly giữ nhiệt,OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
1672157,3479249035840,Bao cao su Durex Invisible Extra Thin Extra Sensitive 1 Hộp 10 Bao,bao-cao-su-durex-invisible-extra-thin-extra-sensitive-1-hop-10-bao-p1672157,bao-cao-su-durex-invisible-extra-thin-extra-sensitive-1-hop-10-bao-p1672157.html?spid=1115608,215000,102000,32,4.7,1723,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/47/3f/fe/d2bf86f38da79c5ddfdce7de381230d0.jpg,1115608,317000,False,False,1,3479249035840,Trung Quốc,,1,1/2/1520/8142/1630,True,Tiki Trading,1,,280,False,True,1,Durex,Bao cao su,21261.0,280,1,867,6898690858292,26203,Làm Đẹp - Sức Khỏe,Hỗ trợ tình dục,,OFFICIAL_STORE,False,False,,,,,1711993659,2024-04-01
897016,2521429143317,Combo Sân Chơi Trí Tuệ Của Chim Đa Đa (Bộ 6 Cuốn),combo-san-choi-tri-tue-cua-chim-da-da-bo-6-cuon-p897016,combo-san-choi-tri-tue-cua-chim-da-da-bo-6-cuon-p897016.html?spid=897036,126000,54000,30,5.0,294,https://salt.tikicdn.com/cache/280x280/media/catalog/product/c/h/chimdada-1.u5465.d20170911.t163130.160238.jpg,897036,180000,False,False,1,2521429143317,,list_view,1,1/2/8322/316/393/853,True,Tiki Trading,0,,280,False,True,1,,Kiến thức - Bách khoa,,280,1,252,2523098116272,5562,Nhà Sách Tiki,Sách tiếng Việt,Sách thiếu nhi ,OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
579962,1224906877132,"Bộ Nồi 5 Đáy Cao Cấp Núm Vàng Sunhouse SH781 Quay Mạ Vàng Cao Cấp (16cm, 20cm, 24cm) - Dùng Cho Mọi Loại Bếp - Hàng Chính Hãng",bo-noi-5-day-cao-cap-num-vang-sunhouse-sh781-quay-ma-vang-cao-cap-16cm-20cm-24cm-dung-cho-moi-loai-bep-hang-chinh-hang-p579962,bo-noi-5-day-cao-cap-num-vang-sunhouse-sh781-quay-ma-vang-cao-cap-16cm-20cm-24cm-dung-cho-moi-loai-bep-hang-chinh-hang-p579962.html?spid=580004,747000,213000,22,4.6,605,https://salt.tikicdn.com/cache/280x280/ts/product/1c/7e/31/eca1c10292802d21da1890cddbe3a5df.jpg,580004,960000,False,False,1,1224906877132,Việt Nam,,1,1/2/1883/1951/53052/2136,True,Tiki Trading,0,,280,False,True,1,Sunhouse,Bộ nồi,41048.0,280,1,4013,1221996228592,6072,Nhà Cửa - Đời Sống,Dụng cụ nhà bếp,Nồi và chảo,OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
414764,5702070483107,Lò Vi Sóng Sharp R-205VN(S) - 20L - Hàng chính hãng,lo-vi-song-sharp-r-205vn-s-20l-hang-chinh-hang-p414764,lo-vi-song-sharp-r-205vn-s-20l-hang-chinh-hang-p414764.html?spid=117842,1320000,370000,22,4.7,1198,https://salt.tikicdn.com/cache/280x280/ts/product/4f/25/95/a569eb6c41f6fb2b1d42c5433441fb8b.jpg,117842,1690000,False,False,1,5702070483107,Trung Quốc,,1,1/2/1882/1884/2022/2036,True,Tiki Trading,1,,280,False,True,1,Sharp,Lò vi sóng cơ,19912.0,280,1,2689,1861108241318,10570,Điện Gia Dụng,Đồ dùng nhà bếp,Lò vi sóng,OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
