tiki_pid,sku,name,url_key,url_path,price,discount,discount_rate,rating_average,review_count,thumbnail_url,seller_product_id,original_price,isGiftAvailable,is_from_official_store,tiki_verified,seller_product_sku,origin,layout_type,availability,primary_category_path,shippable,seller_name,tiki_hero,imported,thumbnail_width,is_nextday_delivery,is_tikinow_delivery,seller_id,brand_name,primary_category_name,brand_id,thumbnail_height,is_authentic,productset_id,master_product_sku,quantity_sold_value,category_l1_name,category_l2_name,category_l3_name,seller_type,is_imported,is_normal_delivery,video_url,fastest_delivery_time,earliest_delivery_estimate,order_route,ingestion_dt_unix,ingestion_date
138934612,1290715497821,Combo 4 Cuốn: Tô Màu Phát Triển Trí Não Bộ Cho Bé 1-5 Tuổi,combo-4-cuon-to-mau-phat-trien-tri-nao-bo-cho-be-1-5-tuoi-p138934612,combo-4-cuon-to-mau-phat-trien-tri-nao-bo-cho-be-1-5-tuoi-p138934612.html?spid=138934613,44100,19900,31,4.8,43,https://salt.tikicdn.com/cache/280x280/ts/product/35/2e/39/8f55af7870619ba3368c462edbdf2b59.jpg,138934613,64000,False,False,1,1290715497821,,,1,1/2/8322/316/393/856,True,Tiki Trading,0,,280,False,True,1,,Tô màu - Luyện chữ  ,,280,1,252,1220778698989,350,Nhà Sách Tiki,Sách tiếng Việt,Sách thiếu nhi ,OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
138481685,7999062493408,Phần mềm Microsoft 365 Family English APAC EM Subscr 1YR Medialess P8 (6GQ-01555) / P10 (6GQ-01896) - Hàng Chính Hãng,phan-mem-microsoft-365-family-english-apac-em-subscr-1yr-medialess-p8-6gq-01555-hang-chinh-hang-p138481685,phan-mem-microsoft-365-family-english-apac-em-subscr-1yr-medialess-p8-6gq-01555-hang-chinh-hang-p138481685.html?spid=138481687,1350000,140000,9,5.0,625,https://salt.tikicdn.com/cache/280x280/ts/product/fb/60/ff/5ea151187429cf474db56d7e58c42fa5.png,138481687,1490000,False,False,1,7999062493408,Singapore,,1,1/2/1846/12884/6255,True,Tiki Trading,0,,280,False,True,1,Microsoft,Phần Mềm Máy Tính,19246.0,280,1,2529,5057438857877,3422,Laptop - Máy Vi Tính - Linh kiện,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,,OFFICIAL_STORE,False,False,,,,,1711993659,2024-04-01
110255220,8103561959401,Ấm đun nước siêu tốc Elmich Smartcook ICS-3859 (1.7 Lít) - Hàng chính hãng,am-dun-nuoc-sieu-toc-elmich-smartcook-ics-3859-1-7-lit-hang-chinh-hang-p110255220,am-dun-nuoc-sieu-toc-elmich-smartcook-ics-3859-1-7-lit-hang-chinh-hang-p110255220.html?spid=120765268,299000,280000,48,4.8,232,https://salt.tikicdn.com/cache/280x280/ts/product/45/30/89/0830a6b493ed2ac287ceb6f35e0cf549.jpg,120765268,579000,False,False,1,8103561959401,Trung Quốc,list_view,1,1/2/1882/1884/1931,True,Tiki Trading,0,,280,False,True,1,Smartcook,Bình đun siêu tốc,31626.0,280,1,2677,3762329844747,20573,Điện Gia Dụng,Đồ dùng nhà bếp,,OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
117836946,3847156071465,[Mới] Hộp giấy 2 Kg Frisolac Gold 3,moi-hop-giay-2-kg-frisolac-gold-3-p117836946,moi-hop-giay-2-kg-frisolac-gold-3-p117836946.html?spid=117836947,939000,0,0,4.8,295,https://salt.tikicdn.com/cache/280x280/ts/product/14/c5/ab/8879228abbb146068671cf492f85eafa.jpg,117836947,939000,False,False,1,3847156071465,Việt Nam,grid_view,1,1/2/2549/8339/2600/2601,True,Tiki Trading,0,,280,False,True,1,Friso,Sữa cho bé dưới 24 tháng ,32539.0,280,1,1951,6796262149905,2878,Đồ Chơi - Mẹ & Bé,Dinh dưỡng cho bé,Sữa bột cho bé,OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
117170051,8834693473922,Combo 2 Sữa rửa mặt Simple giúp kiềm dầu và ngừa mụn hiệu quả - cho da mụn nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],sua-rua-mat-simple-giup-kiem-dau-ngua-mun-cho-da-mun-nhay-cam-khong-chua-xa-phong-150ml-chinh-hang-doc-quyen-p117170051,sua-rua-mat-simple-giup-kiem-dau-ngua-mun-cho-da-mun-nhay-cam-khong-chua-xa-phong-150ml-chinh-hang-doc-quyen-p117170051.html?spid=117170052,198000,66000,25,4.8,394,https://salt.tikicdn.com/cache/280x280/ts/product/7d/ca/7b/e46e42de7514cde6b0bc2b1020758a29.png,117170052,264000,False,False,1,8834693473922,Ba Lan,,1,1/2/1520/1582/1583,True,Tiki Trading,0,Poland,280,False,True,1,SIMPLE,Sữa rửa mặt,185075.0,280,1,1071,5825229292529,49550,Làm Đẹp - Sức Khỏe,Chăm sóc da mặt,,OFFICIAL_STORE,True,,,,,,1711993659,2024-04-01
116410119,8247216513760,Túi Nước giặt Omo Nước giặt cửa trước hương Lavender Khử mùi thư thái 3.6KG,tui-nuoc-giat-omo-nuoc-giat-cua-truoc-huong-lavender-khu-mui-thu-thai-3-6kg-p116410119,tui-nuoc-giat-omo-nuoc-giat-cua-truoc-huong-lavender-khu-mui-thu-thai-3-6kg-p116410119.html?spid=116410120,175000,52000,23,4.8,1767,https://salt.tikicdn.com/cache/280x280/ts/product/0e/07/fe/68d90fd6b7cda4c6bccd18a163e747cc.png,116410120,227000,False,False,1,8247216513760,Việt Nam,grid_view,1,1/2/15078/4387/8239,True,Tiki Trading,0,,280,False,True,1,Omo,Nước giặt,33323.0,280,1,2839,2825726353839,14514,Chăm sóc nhà cửa,Giặt giũ & Chăm sóc quần áo,,OFFICIAL_STORE,False,,https://salt.tikicdn.com/ts/video/1c/f7/8e/ab60b98e78021ec59d5e09efdfa0e31e.mp4,,,,1711993659,2024-04-01
100989176,5435284312031,Nước Xả Làm Mềm Vải Comfort Chăm Sóc Dịu Nhẹ Cho Da Nhạy Cảm 3.8L,nuoc-xa-lam-mem-vai-comfort-cham-soc-diu-nhe-cho-da-nhay-cam-3-8l-p100989176,nuoc-xa-lam-mem-vai-comfort-cham-soc-diu-nhe-cho-da-nhay-cam-3-8l-p100989176.html?spid=100989177,230000,55000,19,4.8,1366,https://salt.tikicdn.com/cache/280x280/ts/product/99/50/ff/bce034e8b09f3b9fe9d010309d1b606d.jpg,100989177,285000,True,False,1,5435284312031,Việt Nam,,1,1/2/15078/4387/4403,True,Tiki Trading,0,,280,False,True,1,Comfort,Nước xả vải,27954.0,280,1,2783,8242593191874,10112,Chăm sóc nhà cửa,Giặt giũ & Chăm sóc quần áo,,OFFICIAL_STORE,False,False,https://salt.tikicdn.com/ts/video/74/03/99/0ec6fef625fd50a29bd1f0109b484847.mp4,,,,1711993659,2024-04-01
248758024,8657449597201,Combo 3 Túi Viên Giặt Quần Áo Omo Cho Máy Giặt Cửa Trước Và Cửa Trên Công Nghệ Anh Quốc 17 Viên,combo-3-tui-vien-giat-quan-ao-omo-cho-may-giat-cua-truoc-va-cua-tren-cong-nghe-anh-quoc-17-vien-p248758024,combo-3-tui-vien-giat-quan-ao-omo-cho-may-giat-cua-truoc-va-cua-tren-cong-nghe-anh-quoc-17-vien-p248758024.html?spid=95304510,314000,106000,25,4.8,1647,https://salt.tikicdn.com/cache/280x280/ts/product/dd/d3/de/9d55c30c2580b81efa231651c26f805a.jpg,95304510,420000,False,False,1,8657449597201,Việt Nam,,1,1/2/15078/4387/8239,True,Tiki Trading,0,,280,False,True,1,Omo,Nước giặt,33323.0,280,1,2839,4909144506921,10355,Chăm sóc nhà cửa,Giặt giũ & Chăm sóc quần áo,,OFFICIAL_STORE,False,False,https://salt.tikicdn.com/ts/video/fa/13/a4/bb0d6dbcdc4f7c695a7a8dfde5306eae.mp4,,,,1711993659,2024-04-01
95218547,1154211689195,Đọc Vị Mọi Vấn Đề Của Trẻ - Giải Mã Mọi Vấn Đề Về Nuôi Con Nhỏ: Ăn - Ngủ - Kỷ Luật Hành Vi (Tái Bản),doc-vi-moi-van-de-cua-tre-giai-ma-moi-van-de-ve-nuoi-con-nho-an-ngu-ky-luat-hanh-vi-tai-ban-p95218547,doc-vi-moi-van-de-cua-tre-giai-ma-moi-van-de-ve-nuoi-con-nho-an-ngu-ky-luat-hanh-vi-tai-ban-p95218547.html?spid=95218570,94600,104400,52,5.0,564,https://salt.tikicdn.com/cache/280x280/ts/product/67/b2/fa/6f314105fd1bdc7431fa278d580dc339.jpg,95218570,199000,False,False,1,1154211689195,,,1,1/2/8322/316/2527/3320,True,Tiki Trading,0,,280,False,True,1,,Cẩm nang làm cha mẹ,,280,1,260,5631197200511,4667,Nhà Sách Tiki,Sách tiếng Việt,Nuôi dạy con,OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
75615273,8389613056607,Combo 3 Cuốn Sách Ehon: Buồn Ngủ Ơi Là Buồn Ngủ (Dành Cho Trẻ Từ 0 - 4 Tuổi),combo-3-cuon-sach-ehon-buon-ngu-oi-la-buon-ngu-danh-cho-tre-tu-0-4-tuoi-p75615273,combo-3-cuon-sach-ehon-buon-ngu-oi-la-buon-ngu-danh-cho-tre-tu-0-4-tuoi-p75615273.html?spid=75615274,98900,18100,15,5.0,523,https://salt.tikicdn.com/cache/280x280/ts/product/a5/18/65/a99cb6dcced08c51f64c7a16ebe5cae8.png,75615274,117000,False,False,1,8389613056607,,,1,1/2/8322/316/393/6040,True,Tiki Trading,1,,280,False,False,1,,Truyện tranh Ehon,,280,1,252,3533405435995,3601,Nhà Sách Tiki,Sách tiếng Việt,Sách thiếu nhi ,OFFICIAL_STORE,False,,,2024-04-04 19:00:00,,hn_hcm,1711993659,2024-04-01
72331113,3915457689326,"Dao cạo Gillette Mach 3+ ,  Hộp 1 cán + 2 đầu lưỡi",dao-cao-gillette-mach-3-1-can-2-dau-luoi-p72331113,dao-cao-gillette-mach-3-1-can-2-dau-luoi-p72331113.html?spid=72331114,189000,0,0,4.8,4,https://salt.tikicdn.com/cache/280x280/ts/product/ce/48/76/c4c71bf23f86edaf78ebb89d2eeabde5.jpg,72331114,189000,False,False,1,3915457689326,Việt Nam,,1,1/2/1520/2306/1634,True,Tiki Trading,0,,280,False,True,1,Gillette,Dụng cụ cắt tóc,46335.0,280,1,939,2813407534669,44,Làm Đẹp - Sức Khỏe,Dụng cụ làm đẹp,,OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
68370674,2000225859153,Nước Xả Làm Mềm Vải COMFORT Nước Xả Vải Hương Ban Mai Đậm Đặc 1 Lần Xả Giúp Giữ Màu & Bền Vải 3.8L,nuoc-xa-lam-mem-vai-comfort-nuoc-xa-vai-huong-ban-mai-dam-dac-1-lan-xa-giup-giu-mau-ben-vai-3-8l-p68370674,nuoc-xa-lam-mem-vai-comfort-nuoc-xa-vai-huong-ban-mai-dam-dac-1-lan-xa-giup-giu-mau-ben-vai-3-8l-p68370674.html?spid=68370676,205000,66000,24,4.8,1205,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/0e/c7/89/9972a85582771320a1ada3b4e1138b20.jpg,68370676,271000,False,False,1,2000225859153,Việt Nam,,1,1/2/15078/4387/4403,True,Tiki Trading,0,,280,False,True,1,Comfort,Nước xả vải,27954.0,280,1,2783,1543417007372,7918,Chăm sóc nhà cửa,Giặt giũ & Chăm sóc quần áo,,OFFICIAL_STORE,False,False,https://salt.tikicdn.com/ts/video/b1/5a/14/ca73d9067f7795d05f3bc78ff53b7dcb.mp4,,,,1711993659,2024-04-01
66512832,7796518723519,Máy Hút Bụi Lock&Lock ENV336BLK (400W) - Hàng Chính Hãng,may-hut-bui-lock-lock-env336blk-400w-hang-chinh-hang-p66512832,may-hut-bui-lock-lock-env336blk-400w-hang-chinh-hang-p66512832.html?spid=66512833,1690000,1568000,48,4.7,1217,https://salt.tikicdn.com/cache/280x280/ts/product/36/15/35/105125208af8845b02c1e6ed6af892be.jpg,66512833,3258000,False,False,1,7796518723519,Trung Quốc,list_view,1,1/2/1882/1946/2009/2039,True,Tiki Trading,0,,280,False,True,1,LocknLock,Hút bụi cầm tay,48077.0,280,1,168,5856182606654,4057,Điện Gia Dụng,Thiết bị gia đình,Máy hút bụi,OFFICIAL_STORE,False,,https://salt.tikicdn.com/ts/video/bb/11/4a/f62b363de2e4d21f8bb1c4c3ecaf72ed.mp4,,,,1711993659,2024-04-01
59479717,8503507551225,Máy sấy tóc Philips BHC010/10 - Hàng Chính Hãng,may-say-toc-philips-bhc010-10-hang-chinh-hang-p59479717,may-say-toc-philips-bhc010-10-hang-chinh-hang-p59479717.html?spid=59479718,323000,72000,18,4.8,327,https://salt.tikicdn.com/cache/280x280/ts/product/b8/73/05/1be38339f129b7c8b109ce209c9a33dc.jpg,59479718,395000,False,False,1,8503507551225,Trung Quốc,,1,1/2/1882/1946/55946/2334,True,Tiki Trading,1,,280,False,True,1,Philips,Máy sấy tóc,19018.0,280,1,885,4404191078255,1553,Điện Gia Dụng,Thiết bị gia đình,Thiết bị chăm sóc cá nhân,OFFICIAL_STORE,False,,,,,,1711993659,2024-04-01
58342212,8218625898243,Set 3 cuốn Moi Moi và những người bạn - Dành cho trẻ từ 0-2 tuổi,set-3-cuon-moi-moi-va-nhung-nguoi-ban-danh-cho-tre-tu-0-2-tuoi-p58342212,set-3-cuon-moi-moi-va-nhung-nguoi-ban-danh-cho-tre-tu-0-2-tuoi-p58342212.html?spid=59395317,98900,18100,15,5.0,635,https://salt.tikicdn.com/cache/280x280/ts/product/65/4f/85/d236419a127c68540e79747dd981b071.png,59395317,117000,False,False,1,8218625898243,,,1,1/2/8322/316/393/6040,True,Tiki Trading,1,,280,False,False,1,,Truyện tranh Ehon,,280,1,252,5085821233016,4051,Nhà Sách Tiki,Sách tiếng Việt,Sách thiếu nhi ,OFFICIAL_STORE,False,,,2024-04-04 19:00:00,,hn_hcm,1711993659,2024-04-01
59143355,9994175571100,Combo Tiết Kiệm: 6 Gói Khăn Ướt Bobby Care Bổ Sung 80 Miếng/Gói,combo-tiet-kiem-6-goi-khan-uot-bobby-care-bo-sung-80-mieng-goi-p59143355,combo-tiet-kiem-6-goi-khan-uot-bobby-care-bo-sung-80-mieng-goi-p59143355.html?spid=59143356,154000,77000,33,4.8,1395,https://salt.tikicdn.com/cache/280x280/ts/product/60/2a/2f/19989ea9e20f6b0b1a5d6ca10d2e8a75.jpg,59143356,231000,False,False,1,9994175571100,Việt Nam,,1,1/2/2549/2551/2555,True,Tiki Trading,0,,280,False,True,1,Bobby,Khăn giấy ướt cho bé,26863.0,280,1,1911,9389478281236,8263,Đồ Chơi - Mẹ & Bé,"Tã, Bỉm",,OFFICIAL_STORE,False,False,,,,,1711993659,2024-04-01
136666870,7573560686425,Dầu Gội PANTENE Chai,dau-goi-pantene-chai-650ml-900ml-1-2l-1-8l-p136666870,dau-goi-pantene-chai-650ml-900ml-1-2l-1-8l-p136666870.html?spid=58462893,191000,34000,15,4.7,22,https://salt.tikicdn.com/cache/280x280/ts/product/06/ae/50/777e8a9ca14fb5ddfcdea991901d122c.jpg,58462893,225000,False,False,1,7573560686425,Thái Lan,,1,1/2/1520/1591/8222/1613,True,Tiki Trading,1,,280,False,False,1,Pantene,Dầu Gội,21276.0,280,1,853,2482963473832,2270,Làm Đẹp - Sức Khỏe,Chăm sóc tóc và da đầu,"Dầu gội, dầu xả",OFFICIAL_STORE,False,,,2024-04-04 19:00:00,,hn_hcm,1711993659,2024-04-01
53507455,6610111019477,Bộ Đôi TSUBAKI Phục Hồi Ngăn Rụng Tóc (490ml/chai),bo-doi-tsubaki-phuc-hoi-ngan-rung-toc-490ml-chai-p53507455,bo-doi-tsubaki-phuc-hoi-ngan-rung-toc-490ml-chai-p53507455.html?spid=56655136,305000,125000,29,4.8,134,https://salt.tikicdn.com/cache/280x280/ts/product/0c/68/be/e76389f6c115875c5d0170ac7cd50ec1.jpg,56655136,430000,False,False,1,6610111019477,Nhật Bản,grid_view,1,1/2/1520/1591/8222/1613,True,Tiki Trading,1,Japan,280,False,True,1,TSUBAKI,Dầu Gội,238861.0,280,1,853,1153050596616,7342,Làm Đẹp - Sức Khỏe,Chăm sóc tóc và da đầu,"Dầu gội, dầu xả",OFFICIAL_STORE,True,,,,,,1711993659,2024-04-01
53506478,7659250562672,Bộ Đôi TSUBAKI Dưỡng Tóc Bóng Mượt (490ml/chai),bo-doi-tsubaki-duong-toc-bong-muot-490ml-chai-p53506478,bo-doi-tsubaki-duong-toc-bong-muot-490ml-chai-p53506478.html?spid=56655135,314000,116000,27,5.0,19,https://salt.tikicdn.com/cache/280x280/ts/product/8a/41/64/15ce62db933db04029a4445f1a05ab3e.jpg,56655135,430000,False,False,1,7659250562672,Nhật Bản,grid_view,1,1/2/1520/1591/8222/1613,True,Tiki Trading,0,Japan,280,False,True,1,TSUBAKI,Dầu Gội,238861.0,280,1,853,1697471749300,2212,Làm Đẹp - Sức Khỏe,Chăm sóc tóc và da đầu,"Dầu gội, dầu xả",OFFICIAL_STORE,True,,,,,,1711993659,2024-04-01
