tiki_pid,sku,name,url_key,url_path,price,discount,discount_rate,rating_average,review_count,thumbnail_url,seller_product_id,original_price,isGiftAvailable,is_from_official_store,tiki_verified,seller_product_sku,origin,availability,primary_category_path,shippable,seller_name,tiki_hero,imported,thumbnail_width,is_nextday_delivery,is_tikinow_delivery,seller_id,is_normal_delivery,brand_name,primary_category_name,brand_id,thumbnail_height,is_authentic,productset_id,master_product_sku,quantity_sold_value,category_l1_name,category_l2_name,category_l3_name,seller_type,is_imported,video_url,layout_type,fastest_delivery_time,earliest_delivery_estimate,order_route,ingestion_dt_unix,ingestion_date
121485346,7284923090600,Bàn Chải Điện P/S S100 PRO Trắng Răng Công Nghệ Sóng Âm Đen Nhám Chải Sạch Mảng Bám Tới 10X 1 Bộ,ban-chai-dien-p-s-s100-pro-trang-rang-cong-nghe-song-am-den-nham-chai-sach-mang-bam-toi-10x-1-bo-p121485346,ban-chai-dien-p-s-s100-pro-trang-rang-cong-nghe-song-am-den-nham-chai-sach-mang-bam-toi-10x-1-bo-p121485346.html?spid=121485348,829000,447370,35,4.7,1895,https://salt.tikicdn.com/cache/280x280/ts/product/cd/59/c5/7cf8b96a6096fe18c384df480da64005.png,121485348,1276370,False,False,1,7284923090600,Trung Quốc,1,1/2/1520/1625/11833/53348,True,Tiki Trading,1,,280,False,True,1,False,P/S,Bàn chải điện,21271.0,280,1,1037,8098682515908,8583,Làm Đẹp - Sức Khỏe,Chăm sóc răng miệng,Bàn chải đánh răng,OFFICIAL_STORE,False,https://salt.tikicdn.com/ts/video/bc/15/5b/16a47a81eaae0e5b1b6a5b496ff57598.mp4,,,,,1711862074,2024-03-31
117170051,8834693473922,Combo 2 Sữa rửa mặt Simple giúp kiềm dầu và ngừa mụn hiệu quả - cho da mụn nhạy cảm 150ml [CHÍNH HÃNG ĐỘC QUYỀN] [DIỆN MẠO MỚI],sua-rua-mat-simple-giup-kiem-dau-ngua-mun-cho-da-mun-nhay-cam-khong-chua-xa-phong-150ml-chinh-hang-doc-quyen-p117170051,sua-rua-mat-simple-giup-kiem-dau-ngua-mun-cho-da-mun-nhay-cam-khong-chua-xa-phong-150ml-chinh-hang-doc-quyen-p117170051.html?spid=117170052,198000,66000,25,4.8,394,https://salt.tikicdn.com/cache/280x280/ts/product/7d/ca/7b/e46e42de7514cde6b0bc2b1020758a29.png,117170052,264000,False,False,1,8834693473922,Ba Lan,1,1/2/1520/1582/1583,True,Tiki Trading,1,Poland,280,False,True,1,,SIMPLE,Sữa rửa mặt,185075.0,280,1,1071,5825229292529,49550,Làm Đẹp - Sức Khỏe,Chăm sóc da mặt,,OFFICIAL_STORE,True,,,,,,1711862074,2024-03-31
116410119,8247216513760,Túi Nước giặt Omo Nước giặt cửa trước hương Lavender Khử mùi thư thái 3.6KG,tui-nuoc-giat-omo-nuoc-giat-cua-truoc-huong-lavender-khu-mui-thu-thai-3-6kg-p116410119,tui-nuoc-giat-omo-nuoc-giat-cua-truoc-huong-lavender-khu-mui-thu-thai-3-6kg-p116410119.html?spid=116410120,180000,47000,21,4.8,1766,https://salt.tikicdn.com/cache/280x280/ts/product/0e/07/fe/68d90fd6b7cda4c6bccd18a163e747cc.png,116410120,227000,False,False,1,8247216513760,Việt Nam,1,1/2/15078/4387/8239,True,Tiki Trading,1,,280,False,True,1,False,Omo,Nước giặt,33323.0,280,1,2839,2825726353839,14511,Chăm sóc nhà cửa,Giặt giũ & Chăm sóc quần áo,,OFFICIAL_STORE,False,https://salt.tikicdn.com/ts/video/1c/f7/8e/ab60b98e78021ec59d5e09efdfa0e31e.mp4,,,,,1711862074,2024-03-31
116410159,5951598679828,Túi Nước Giặt Omo Matic Cho Máy Giặt Cửa Trước Bền Đẹp Bền Màu Sau 100 Lần Giặt 3.6Kg,tui-nuoc-giat-omo-matic-cho-may-giat-cua-truoc-be-n-de-p-be-n-ma-u-sau-100-la-n-gia-t-3-6kg-p116410159,tui-nuoc-giat-omo-matic-cho-may-giat-cua-truoc-be-n-de-p-be-n-ma-u-sau-100-la-n-gia-t-3-6kg-p116410159.html?spid=116410160,180000,47000,21,4.8,1631,https://salt.tikicdn.com/cache/280x280/ts/product/29/b0/58/88918761feaf326188520ef85ee351f0.jpg,116410160,227000,False,False,1,5951598679828,Việt Nam,1,1/2/15078/4387/8239,True,Tiki Trading,1,,280,False,True,1,False,Omo,Nước giặt,33323.0,280,1,2839,5671347860876,13551,Chăm sóc nhà cửa,Giặt giũ & Chăm sóc quần áo,,OFFICIAL_STORE,False,https://salt.tikicdn.com/ts/video/1c/f7/8e/fe9568df6b3a3ebf3b1b82b095975863.mp4,,,,,1711862074,2024-03-31
100989176,5435284312031,Nước Xả Làm Mềm Vải Comfort Chăm Sóc Dịu Nhẹ Cho Da Nhạy Cảm 3.8L,nuoc-xa-lam-mem-vai-comfort-cham-soc-diu-nhe-cho-da-nhay-cam-3-8l-p100989176,nuoc-xa-lam-mem-vai-comfort-cham-soc-diu-nhe-cho-da-nhay-cam-3-8l-p100989176.html?spid=100989177,285000,0,0,4.8,1366,https://salt.tikicdn.com/cache/280x280/ts/product/99/50/ff/bce034e8b09f3b9fe9d010309d1b606d.jpg,100989177,285000,True,False,1,5435284312031,Việt Nam,1,1/2/15078/4387/4403,True,Tiki Trading,1,,280,False,True,1,False,Comfort,Nước xả vải,27954.0,280,1,2783,8242593191874,10110,Chăm sóc nhà cửa,Giặt giũ & Chăm sóc quần áo,,OFFICIAL_STORE,False,https://salt.tikicdn.com/ts/video/74/03/99/0ec6fef625fd50a29bd1f0109b484847.mp4,,,,,1711862074,2024-03-31
97551646,4683410937779,Bộ 2 Lon Sữa Bột Friso Gold 4 1400g Dành Cho Trẻ Từ 2 - 6 Tuổi + Tặng Lon Sữa Friso Gold 4 380g,bo-2-hop-sua-bot-friso-gold-4-1400g-danh-cho-tre-tu-2-6-tuoi-tang-lon-sua-friso-gold-4-380g-p97551646,bo-2-hop-sua-bot-friso-gold-4-1400g-danh-cho-tre-tu-2-6-tuoi-tang-lon-sua-friso-gold-4-380g-p97551646.html?spid=97551647,1260000,510000,29,4.8,1216,https://salt.tikicdn.com/cache/280x280/ts/product/ce/61/23/23abab360852376076c21f21082a4bab.jpg,97551647,1770000,False,False,1,4683410937779,Việt Nam,1,1/2/2549/8339/2600/2602,True,Tiki Trading,1,,280,False,True,1,,Friso,Sữa cho bé trên 24 tháng,32539.0,280,1,1953,7656028145358,32679,Đồ Chơi - Mẹ & Bé,Dinh dưỡng cho bé,Sữa bột cho bé,OFFICIAL_STORE,False,,grid_view,,,,1711862074,2024-03-31
248758024,8657449597201,Combo 3 Túi Viên Giặt Quần Áo Omo Cho Máy Giặt Cửa Trước Và Cửa Trên Công Nghệ Anh Quốc 17 Viên,combo-3-tui-vien-giat-quan-ao-omo-cho-may-giat-cua-truoc-va-cua-tren-cong-nghe-anh-quoc-17-vien-p248758024,combo-3-tui-vien-giat-quan-ao-omo-cho-may-giat-cua-truoc-va-cua-tren-cong-nghe-anh-quoc-17-vien-p248758024.html?spid=95304510,320000,100000,24,4.8,1647,https://salt.tikicdn.com/cache/280x280/ts/product/dd/d3/de/9d55c30c2580b81efa231651c26f805a.jpg,95304510,420000,False,False,1,8657449597201,Việt Nam,1,1/2/15078/4387/8239,True,Tiki Trading,1,,280,False,True,1,False,Omo,Nước giặt,33323.0,280,1,2839,4909144506921,10354,Chăm sóc nhà cửa,Giặt giũ & Chăm sóc quần áo,,OFFICIAL_STORE,False,https://salt.tikicdn.com/ts/video/fa/13/a4/bb0d6dbcdc4f7c695a7a8dfde5306eae.mp4,,,,,1711862074,2024-03-31
68370674,2000225859153,Nước Xả Làm Mềm Vải COMFORT Nước Xả Vải Hương Ban Mai Đậm Đặc 1 Lần Xả Giúp Giữ Màu & Bền Vải 3.8L,nuoc-xa-lam-mem-vai-comfort-nuoc-xa-vai-huong-ban-mai-dam-dac-1-lan-xa-giup-giu-mau-ben-vai-3-8l-p68370674,nuoc-xa-lam-mem-vai-comfort-nuoc-xa-vai-huong-ban-mai-dam-dac-1-lan-xa-giup-giu-mau-ben-vai-3-8l-p68370674.html?spid=68370676,215000,56000,21,4.8,1205,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/0e/c7/89/9972a85582771320a1ada3b4e1138b20.jpg,68370676,271000,False,False,1,2000225859153,Việt Nam,1,1/2/15078/4387/4403,True,Tiki Trading,1,,280,False,True,1,False,Comfort,Nước xả vải,27954.0,280,1,2783,1543417007372,7917,Chăm sóc nhà cửa,Giặt giũ & Chăm sóc quần áo,,OFFICIAL_STORE,False,https://salt.tikicdn.com/ts/video/b1/5a/14/ca73d9067f7795d05f3bc78ff53b7dcb.mp4,,,,,1711862074,2024-03-31
59143355,9994175571100,Combo Tiết Kiệm: 6 Gói Khăn Ướt Bobby Care Bổ Sung 80 Miếng/Gói,combo-tiet-kiem-6-goi-khan-uot-bobby-care-bo-sung-80-mieng-goi-p59143355,combo-tiet-kiem-6-goi-khan-uot-bobby-care-bo-sung-80-mieng-goi-p59143355.html?spid=59143356,159000,72000,31,4.8,1395,https://salt.tikicdn.com/cache/280x280/ts/product/60/2a/2f/19989ea9e20f6b0b1a5d6ca10d2e8a75.jpg,59143356,231000,False,False,1,9994175571100,Việt Nam,1,1/2/2549/2551/2555,True,Tiki Trading,1,,280,False,True,1,False,Bobby,Khăn giấy ướt cho bé,26863.0,280,1,1911,9389478281236,8262,Đồ Chơi - Mẹ & Bé,"Tã, Bỉm",,OFFICIAL_STORE,False,,,,,,1711862074,2024-03-31
53507455,6610111019477,Bộ Đôi TSUBAKI Phục Hồi Ngăn Rụng Tóc (490ml/chai),bo-doi-tsubaki-phuc-hoi-ngan-rung-toc-490ml-chai-p53507455,bo-doi-tsubaki-phuc-hoi-ngan-rung-toc-490ml-chai-p53507455.html?spid=56655136,305000,125000,29,4.8,133,https://salt.tikicdn.com/cache/280x280/ts/product/0c/68/be/e76389f6c115875c5d0170ac7cd50ec1.jpg,56655136,430000,False,False,1,6610111019477,Nhật Bản,1,1/2/1520/1591/8222/1613,True,Tiki Trading,1,Japan,280,False,True,1,False,TSUBAKI,Dầu Gội,238861.0,280,1,853,1153050596616,7340,Làm Đẹp - Sức Khỏe,Chăm sóc tóc và da đầu,"Dầu gội, dầu xả",OFFICIAL_STORE,True,,,,,,1711862074,2024-03-31
53506478,7659250562672,Bộ Đôi TSUBAKI Dưỡng Tóc Bóng Mượt (490ml/chai),bo-doi-tsubaki-duong-toc-bong-muot-490ml-chai-p53506478,bo-doi-tsubaki-duong-toc-bong-muot-490ml-chai-p53506478.html?spid=56655135,314000,116000,27,5.0,19,https://salt.tikicdn.com/cache/280x280/ts/product/8a/41/64/15ce62db933db04029a4445f1a05ab3e.jpg,56655135,430000,False,False,1,7659250562672,Nhật Bản,1,1/2/1520/1591/8222/1613,True,Tiki Trading,1,Japan,280,False,True,1,,TSUBAKI,Dầu Gội,238861.0,280,1,853,1697471749300,2212,Làm Đẹp - Sức Khỏe,Chăm sóc tóc và da đầu,"Dầu gội, dầu xả",OFFICIAL_STORE,True,,,,,,1711862074,2024-03-31
55461727,9864667853444,Kem Dưỡng Sáng Da Laneige Radian-C Cream 50ml,kem-duong-sang-da-laneige-radian-c-cream-50ml-p55461727,kem-duong-sang-da-laneige-radian-c-cream-50ml-p55461727.html?spid=55461728,1060000,140000,12,4.6,176,https://salt.tikicdn.com/cache/280x280/ts/product/4f/98/1d/bc78a02ad8d4e41a7f1c72e38e41fe2c.jpg,55461728,1200000,True,False,1,9864667853444,Hàn Quốc,1,1/2/1520/1582/17170,True,Tiki Trading,1,Korea,280,False,True,1,False,Laneige,Kem và sữa dưỡng da,64932.0,280,1,1369,2579162520292,713,Làm Đẹp - Sức Khỏe,Chăm sóc da mặt,,OFFICIAL_STORE,True,,,,,,1711862074,2024-03-31
22254660,6574261437195,"Combo Dầu Gội, Dầu Xả TRESEMME Keratin Smooth Dưỡng tóc khô xơ rối Công thức chuẩn salon Hydrolyzed Keratin trong Dầu Gội và dầu Xả dưỡng Tóc Vào Nếp Suôn Mượt 640g, 620g",combo-dau-goi--dau-xa-tresemme-keratin-smooth-duong-toc-kho-xo-roi-cong-thuc-chuan-salon-hydrolyzed-keratin-trong-dau-goi-va-dau-xa-duong-toc-vao-nep-suon-muot-640g--620g-p22254660,combo-dau-goi--dau-xa-tresemme-keratin-smooth-duong-toc-kho-xo-roi-cong-thuc-chuan-salon-hydrolyzed-keratin-trong-dau-goi-va-dau-xa-duong-toc-vao-nep-suon-muot-640g--620g-p22254660.html?spid=22254661,321000,141000,31,4.7,2497,https://salt.tikicdn.com/cache/280x280/ts/product/03/dc/34/c9c40fda3ad97bc16ef29e524edf55cb.png,22254661,462000,False,False,1,6574261437195,Việt Nam,1,1/2/1520/1591/8222/1613,True,Tiki Trading,1,,280,False,True,1,,TRESemmé,Dầu Gội,27918.0,280,1,853,6822279641906,25419,Làm Đẹp - Sức Khỏe,Chăm sóc tóc và da đầu,"Dầu gội, dầu xả",OFFICIAL_STORE,False,https://salt.tikicdn.com/ts/video/65/4c/fe/4facfbed367b34abbd5c2001bf219a85.mp4,grid_view,,,,1711862074,2024-03-31
2738475,6721398123389,Bộ 3 Hộp Silcot Bông Trang Điểm (bông tẩy trang) Nhật Bản (82 Miếng/Hộp),bo-3-hop-silcot-bong-trang-diem-bong-tay-trang-nhat-ban-82-mieng-hop-p2738475,bo-3-hop-silcot-bong-trang-diem-bong-tay-trang-nhat-ban-82-mieng-hop-p2738475.html?spid=13670127,99000,27000,21,4.8,1637,https://salt.tikicdn.com/cache/280x280/ts/product/65/32/ef/a3bfdeedda822923afed9d0826161465.png,13670127,126000,False,False,1,6721398123389,Nhật Bản,1,1/2/1520/1582/11605,True,Tiki Trading,1,Japan,280,False,True,1,False,Silcot,Dung dịch tẩy trang,48249.0,280,1,1053,1646370110605,19987,Làm Đẹp - Sức Khỏe,Chăm sóc da mặt,,OFFICIAL_STORE,True,,,,,,1711862074,2024-03-31
8959289,2502480584851,"Kem chống nắng nâng tông Skin Aqua Tone up Lavender cho da tối màu & da vàng, dạng tinh chất Sunplay Skin Aqua Tone Up UV Essence Lavender SPF 50+ PA++++ 50g",kem-chong-nang-nang-tong-skin-aqua-tone-up-lavender-cho-da-toi-mau-da-vang-dang-tinh-chat-sunplay-skin-aqua-tone-up-uv-essence-lavender-spf-50-pa-50g-p8959289,kem-chong-nang-nang-tong-skin-aqua-tone-up-lavender-cho-da-toi-mau-da-vang-dang-tinh-chat-sunplay-skin-aqua-tone-up-uv-essence-lavender-spf-50-pa-50g-p8959289.html?spid=10863050,161000,38000,19,4.6,1391,https://salt.tikicdn.com/cache/280x280/ts/product/f6/24/ea/f505eb212415d4750f1b7067db3394cf.jpg,10863050,199000,False,False,1,2502480584851,Việt Nam,1,1/2/1520/1582/3422,True,Tiki Trading,1,,280,False,True,1,False,Sunplay,Kem chống nắng,112882.0,280,1,1095,7332466162606,19902,Làm Đẹp - Sức Khỏe,Chăm sóc da mặt,,OFFICIAL_STORE,False,,,,,,1711862074,2024-03-31
632680,5440086254136,"Dầu gội Selsun chống gàu, sạch gàu & hết ngứa da đầu Selsun Anti-Dandruff Shampoo 100ml",dau-goi-selsun-chong-gau-sach-gau-het-ngua-da-dau-selsun-anti-dandruff-shampoo-100ml-p632680,dau-goi-selsun-chong-gau-sach-gau-het-ngua-da-dau-selsun-anti-dandruff-shampoo-100ml-p632680.html?spid=10862721,84000,15000,15,4.8,1560,https://salt.tikicdn.com/cache/280x280/ts/product/7c/9c/a5/4bd1312c3bcdbe0475df20cffee3c5a6.jpg,10862721,99000,False,False,1,5440086254136,Việt Nam,1,1/2/1520/1591/8222/1613,True,Tiki Trading,1,,280,False,True,1,False,Selsun,Dầu Gội,112885.0,280,1,853,3469267168798,19579,Làm Đẹp - Sức Khỏe,Chăm sóc tóc và da đầu,"Dầu gội, dầu xả",OFFICIAL_STORE,False,,,,,,1711862074,2024-03-31
10071383,7279156809512,Sữa Tắm Lifebuoy Detox Và Sạch Sâu Khỏi Bụi Mịn Pm2.5 Detox Bảo Vệ Khỏi Vi Khuẩn Gây Mụn Cơ Thể Matcha & Khổ Qua Chai 800G,sua-tam-lifebuoy-detox-va-sach-sau-khoi-bui-min-pm2-5-detox-bao-ve-khoi-vi-khuan-gay-mun-co-the-matcha-kho-qua-chai-800g-p10071383,sua-tam-lifebuoy-detox-va-sach-sau-khoi-bui-min-pm2-5-detox-bao-ve-khoi-vi-khuan-gay-mun-co-the-matcha-kho-qua-chai-800g-p10071383.html?spid=10071384,149000,46000,24,4.7,1455,https://salt.tikicdn.com/cache/280x280/ts/product/08/ea/53/540ef0f7d8b53341a69f248d370be826.png,10071384,195000,False,False,1,7279156809512,Việt Nam,1,1/2/1520/1592/8212/13878,True,Tiki Trading,1,,280,False,True,1,,Lifebuoy,Dụng cụ tắm,21266.0,280,1,1363,5054707209810,11293,Làm Đẹp - Sức Khỏe,Chăm sóc cơ thể,Tắm và dụng cụ tắm,OFFICIAL_STORE,False,,,,,,1711862074,2024-03-31
1600059,3271914733330,Combo 6 Băng Vệ Sinh Diana Super Night Có Cánh 29cm (Gói 4 Miếng),combo-6-bang-ve-sinh-diana-super-night-co-canh-29cm-goi-4-mieng-p1600059,combo-6-bang-ve-sinh-diana-super-night-co-canh-29cm-goi-4-mieng-p1600059.html?spid=1601835,97100,16900,15,5.0,122,https://salt.tikicdn.com/cache/280x280/ts/product/f8/95/72/4854819517a47cbcf1a009a9f879d098.png,1601835,114000,False,False,1,3271914733330,Nhật Bản,1,1/2/1520/1594/8300,True,Tiki Trading,1,Japan,280,False,True,1,,Diana,"Băng vệ sinh, cốc nguyệt san",49242.0,280,1,1045,4645112028052,1197,Làm Đẹp - Sức Khỏe,Chăm sóc cá nhân,,OFFICIAL_STORE,True,,,,,,1711862074,2024-03-31
