tiki_pid,sku,name,url_key,url_path,price,discount,discount_rate,rating_average,review_count,thumbnail_url,seller_product_id,original_price,isGiftAvailable,is_from_official_store,tiki_verified,seller_product_sku,origin,layout_type,availability,primary_category_path,shippable,seller_name,tiki_hero,thumbnail_width,is_nextday_delivery,is_tikinow_delivery,seller_id,brand_name,primary_category_name,brand_id,thumbnail_height,is_authentic,productset_id,master_product_sku,quantity_sold_value,category_l1_name,category_l2_name,category_l3_name,seller_type,is_imported,fastest_delivery_time,order_route,is_normal_delivery,imported,video_url,ingestion_dt_unix,ingestion_date
48962414,4784570873375,Lò Vi Sóng Sharp R-208VN-WS (20L) - Hàng Chính Hãng,lo-vi-song-sharp-r-208vn-ws-20l-hang-chinh-hang-p48962414,lo-vi-song-sharp-r-208vn-ws-20l-hang-chinh-hang-p48962414.html?spid=48962415,1250000,310000,20,4.7,332,https://salt.tikicdn.com/cache/280x280/ts/product/c5/3f/70/c780947901d8abd73f4f9a6c83d61234.jpg,48962415,1560000,False,False,1,4784570873375,Trung Quốc,,1,1/2/1882/1884/2022/2036,True,Tiki Trading,1,280,False,True,1,Sharp,Lò vi sóng cơ,19912.0,280,1,2689,6922548879372,1564,Điện Gia Dụng,Đồ dùng nhà bếp,Lò vi sóng,OFFICIAL_STORE,False,,,,,,1715265980,2024-05-09
11616161,4387634221657,Kem Vi Dưỡng Chống Lão Hóa Ban Đêm OLAY Regenerist (50G),kem-vi-duong-chong-lao-hoa-ban-dem-olay-regenerist--50g--p11616161,kem-vi-duong-chong-lao-hoa-ban-dem-olay-regenerist--50g--p11616161.html?spid=38929628,285000,214000,43,4.5,163,https://salt.tikicdn.com/cache/280x280/ts/product/8f/30/b3/1d1a8ffea1aae02f9c6c347c837a5f78.jpg,38929628,499000,False,False,1,4387634221657,Thái Lan,,1,1/2/1520/1582/17170/11675,True,Tiki Trading,1,280,False,True,1,Olay,Kem chống lão hóa,21279.0,280,1,1109,2576846509888,833,Làm Đẹp - Sức Khỏe,Chăm sóc da mặt,Kem và sữa dưỡng da,OFFICIAL_STORE,False,,,,,,1715265980,2024-05-09
21973737,2617100525098,Thùng 48 Hộp Sữa Tươi Tiệt Trùng Vinamilk 100% Ít Đường  (110ml / Hộp),thung-48-hop-sua-tuoi-tiet-trung-vinamilk-100-it-duong-110ml-hop-p21973737,thung-48-hop-sua-tuoi-tiet-trung-vinamilk-100-it-duong-110ml-hop-p21973737.html?spid=21973738,147000,143000,49,4.8,330,https://salt.tikicdn.com/cache/280x280/ts/product/d1/fb/1b/97dcd82236ea161d221377052b6ba698.png,21973738,290000,False,False,1,2617100525098,Việt Nam,grid_view,1,1/2/4384/53562/8273/53564,True,Tiki Trading,1,280,False,True,1,Vinamilk,Sữa tiệt trùng (UHT),65122.0,280,1,2843,3981517443238,1945,Bách Hóa Online,Sữa và các Sản phẩm từ sữa,Sữa nước,OFFICIAL_STORE,False,,,,,,1715265980,2024-05-09
10920495,3194948182656,Dế Mèn Phiêu Lưu Ký,de-men-phieu-luu-ky-p10920495,de-men-phieu-luu-ky-p10920495.html?spid=10920496,112000,38000,25,5.0,813,https://salt.tikicdn.com/cache/280x280/ts/product/47/54/8e/30bac752bcca2beb34a3522990805aa1.jpg,10920496,150000,False,False,1,3194948182656,,,1,1/2/8322/316/393/1754,True,Tiki Trading,1,280,False,True,1,,Văn học thiếu nhi,,280,1,252,6934252452697,7008,Nhà Sách Tiki,Sách tiếng Việt,Sách thiếu nhi ,OFFICIAL_STORE,False,,,,,,1715265980,2024-05-09
8959289,2502480584851,Tinh chất chống nắng nâng tông Skin Aqua Tone up Lavender cho da tối màu & da vàng Sunplay Skin Aqua Tone Up UV Essence Lavender SPF 50+ PA++++ 50g,tinh-chat-chong-nang-nang-tong-skin-aqua-tone-up-lavender-cho-da-toi-mau-da-vang-sunplay-skin-aqua-tone-up-uv-essence-lavender-spf-50-pa-50g-p8959289,tinh-chat-chong-nang-nang-tong-skin-aqua-tone-up-lavender-cho-da-toi-mau-da-vang-sunplay-skin-aqua-tone-up-uv-essence-lavender-spf-50-pa-50g-p8959289.html?spid=10863050,161000,38000,19,4.6,1394,https://salt.tikicdn.com/cache/280x280/ts/product/e5/4e/ff/99cb66849c02c9ca799ba895c5e0b960.jpg,10863050,199000,False,False,1,2502480584851,Việt Nam,grid_view,1,1/2/1520/1582/3422,True,Tiki Trading,0,280,False,True,1,Sunplay,Kem chống nắng,112882.0,280,1,1095,7332466162606,19956,Làm Đẹp - Sức Khỏe,Chăm sóc da mặt,,OFFICIAL_STORE,False,,,,,,1715265980,2024-05-09
10278713,1528760267840,"Nước uống collagen giúp sáng da, dạ dày khỏe Blossomy lốc 10 chai x 50ml",nuoc-uong-collagen-giup-sang-da-da-day-khoe-blossomy-loc-10-chai-x-50ml-p10278713,nuoc-uong-collagen-giup-sang-da-da-day-khoe-blossomy-loc-10-chai-x-50ml-p10278713.html?spid=10862760,442000,88000,17,4.7,1112,https://salt.tikicdn.com/cache/280x280/ts/product/64/e2/7a/c824b638091827f1738e4966e235ee9f.jpg,10862760,530000,True,False,1,1528760267840,Việt Nam,grid_view,1,1/2/1520/2322/2826/56036,True,Tiki Trading,0,280,False,True,1,Blossomy,Collagen,114333.0,280,1,1409,3040197660295,11484,Làm Đẹp - Sức Khỏe,Thực phẩm chức năng,Thực phẩm chức năng làm đẹp,OFFICIAL_STORE,False,,,False,,,1715265980,2024-05-09
632680,5440086254136,"Dầu gội Selsun chống gàu, sạch gàu & hết ngứa da đầu Selsun Anti-Dandruff Shampoo 100ml",dau-goi-selsun-chong-gau-sach-gau-het-ngua-da-dau-selsun-anti-dandruff-shampoo-100ml-p632680,dau-goi-selsun-chong-gau-sach-gau-het-ngua-da-dau-selsun-anti-dandruff-shampoo-100ml-p632680.html?spid=10862721,83800,15200,15,4.8,1568,https://salt.tikicdn.com/cache/280x280/ts/product/7f/f3/28/6039ff72ce253f0363eab64eed328959.jpg,10862721,99000,False,False,1,5440086254136,Việt Nam,grid_view,1,1/2/1520/1591/8222/1613/68295,True,Tiki Trading,0,280,False,True,1,Selsun,Dầu gội sạch gàu,112885.0,280,1,853,3469267168798,21605,Làm Đẹp - Sức Khỏe,Chăm sóc tóc và da đầu,"Dầu gội, dầu xả",OFFICIAL_STORE,False,,,False,,,1715265980,2024-05-09
10071383,7279156809512,Sữa Tắm Lifebuoy Detox Và Sạch Sâu Khỏi Bụi Mịn Pm2.5 Detox Bảo Vệ Khỏi Vi Khuẩn Gây Mụn Cơ Thể Matcha & Khổ Qua Chai 800G,sua-tam-lifebuoy-detox-va-sach-sau-khoi-bui-min-pm2-5-detox-bao-ve-khoi-vi-khuan-gay-mun-co-the-matcha-kho-qua-chai-800g-p10071383,sua-tam-lifebuoy-detox-va-sach-sau-khoi-bui-min-pm2-5-detox-bao-ve-khoi-vi-khuan-gay-mun-co-the-matcha-kho-qua-chai-800g-p10071383.html?spid=10071384,135000,60000,31,4.7,1458,https://salt.tikicdn.com/cache/280x280/ts/product/61/a6/27/335c9b2a461ceb73101f8f1bc6d6fb2f.jpg,10071384,195000,False,False,1,7279156809512,Việt Nam,,5,1/2/1520/1592/8212/1598,True,Tiki Trading,0,280,False,False,1,Lifebuoy,Sữa tắm,21266.0,280,1,837,5054707209810,11336,Làm Đẹp - Sức Khỏe,Chăm sóc cơ thể,Tắm và dụng cụ tắm,OFFICIAL_STORE,False,,,,,,1715265980,2024-05-09
73124602,4532995484061,Bình Giữ Nhiệt Bằng Thép Không Gỉ Lock&amp;Lock Vacuum Bottle LHC6180FU (800ML),binh-giu-nhiet-bang-thep-khong-gi-lock-lock-vacuum-bottle-lhc6180slv-800ml-p73124602,binh-giu-nhiet-bang-thep-khong-gi-lock-lock-vacuum-bottle-lhc6180slv-800ml-p73124602.html?spid=1734499,329000,348000,51,4.7,6976,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/66/3d/43/a79f866f7ed71bcf4799085f9ffe6995.jpg,1734499,677000,False,False,1,4532995484061,Trung Quốc,grid_view,1,1/2/1883/1954/67834/1936,True,Tiki Trading,0,280,False,True,1,LocknLock,Bình giữ nhiệt,48077.0,280,1,3997,7494611465205,39509,Nhà Cửa - Đời Sống,Đồ dùng phòng ăn,Bình/ Ly giữ nhiệt,OFFICIAL_STORE,False,,,False,,,1715265980,2024-05-09
1453915,9746840715278,Ly Giữ Nhiệt Bằng Thép Không Gỉ Lock&Lock Clip Tumbler LHC4151BLK (540ml) - Đen,ly-giu-nhiet-bang-thep-khong-gi-lock-lock-clip-tumbler-lhc4151blk-540ml-den-p1453915,ly-giu-nhiet-bang-thep-khong-gi-lock-lock-clip-tumbler-lhc4151blk-540ml-den-p1453915.html?spid=1454601,299000,207000,41,4.8,1889,https://salt.tikicdn.com/cache/280x280/ts/product/ea/f9/02/9672f465346f13180fdfd9d62f48ef65.jpg,1454601,506000,False,False,1,9746840715278,Trung Quốc,,1,1/2/1883/1954/67834/67837,True,Tiki Trading,0,280,False,True,1,LocknLock,Ly giữ nhiệt,48077.0,280,1,3997,3518922536219,15164,Nhà Cửa - Đời Sống,Đồ dùng phòng ăn,Bình/ Ly giữ nhiệt,OFFICIAL_STORE,False,,,,,,1715265980,2024-05-09
1672157,3479249035840,Bao cao su Durex Invisible Extra Thin Extra Sensitive 1 Hộp 10 Bao,bao-cao-su-durex-invisible-extra-thin-extra-sensitive-1-hop-10-bao-p1672157,bao-cao-su-durex-invisible-extra-thin-extra-sensitive-1-hop-10-bao-p1672157.html?spid=1115608,214000,103000,32,4.7,1723,https://salt.tikicdn.com/cache/280x280/media/catalog/producttmp/47/3f/fe/d2bf86f38da79c5ddfdce7de381230d0.jpg,1115608,317000,False,False,1,3479249035840,Trung Quốc,,1,1/2/1520/8142/1630,True,Tiki Trading,0,280,False,False,1,Durex,Bao cao su,21261.0,280,1,867,6898690858292,28057,Làm Đẹp - Sức Khỏe,Hỗ trợ tình dục,,OFFICIAL_STORE,False,2024-05-13 19:00:00,hn_hcm,,,,1715265980,2024-05-09
897016,2521429143317,Combo Sân Chơi Trí Tuệ Của Chim Đa Đa (Bộ 6 Cuốn),combo-san-choi-tri-tue-cua-chim-da-da-bo-6-cuon-p897016,combo-san-choi-tri-tue-cua-chim-da-da-bo-6-cuon-p897016.html?spid=897036,126000,54000,30,5.0,295,https://salt.tikicdn.com/cache/280x280/media/catalog/product/c/h/chimdada-1.u5465.d20170911.t163130.160238.jpg,897036,180000,False,False,1,2521429143317,,,1,1/2/8322/316/393/853,True,Tiki Trading,1,280,False,True,1,,Kiến thức - Bách khoa,,280,1,252,2523098116272,5589,Nhà Sách Tiki,Sách tiếng Việt,Sách thiếu nhi ,OFFICIAL_STORE,False,,,,,,1715265980,2024-05-09
579962,1224906877132,"Bộ Nồi 5 Đáy Cao Cấp Núm Vàng Sunhouse SH781 Quay Mạ Vàng Cao Cấp (16cm, 20cm, 24cm) - Dùng Cho Mọi Loại Bếp - Hàng Chính Hãng",bo-noi-5-day-cao-cap-num-vang-sunhouse-sh781-quay-ma-vang-cao-cap-16cm-20cm-24cm-dung-cho-moi-loai-bep-hang-chinh-hang-p579962,bo-noi-5-day-cao-cap-num-vang-sunhouse-sh781-quay-ma-vang-cao-cap-16cm-20cm-24cm-dung-cho-moi-loai-bep-hang-chinh-hang-p579962.html?spid=580004,675000,285000,30,4.6,605,https://salt.tikicdn.com/cache/280x280/ts/product/1c/7e/31/eca1c10292802d21da1890cddbe3a5df.jpg,580004,960000,False,False,1,1224906877132,Việt Nam,,1,1/2/1883/1951/53052/2136,True,Tiki Trading,1,280,False,True,1,Sunhouse,Bộ nồi,41048.0,280,1,4013,1221996228592,6083,Nhà Cửa - Đời Sống,Dụng cụ nhà bếp,Nồi và chảo,OFFICIAL_STORE,False,,,,,,1715265980,2024-05-09
414764,5702070483107,Lò Vi Sóng Sharp R-205VN(S) - 20L - Hàng chính hãng,lo-vi-song-sharp-r-205vn-s-20l-hang-chinh-hang-p414764,lo-vi-song-sharp-r-205vn-s-20l-hang-chinh-hang-p414764.html?spid=117842,1490000,200000,12,4.7,1202,https://salt.tikicdn.com/cache/280x280/ts/product/4f/25/95/a569eb6c41f6fb2b1d42c5433441fb8b.jpg,117842,1690000,False,False,1,5702070483107,Trung Quốc,,1,1/2/1882/1884/2022/2036,True,Tiki Trading,0,280,False,True,1,Sharp,Lò vi sóng cơ,19912.0,280,1,2689,1861108241318,10589,Điện Gia Dụng,Đồ dùng nhà bếp,Lò vi sóng,OFFICIAL_STORE,False,,,,,,1715265980,2024-05-09
